Internal ID,ID,Name,Email,Phone,Office Phone,Fax,Alt. Email,Web Address,Billing Address,Shipping Address,Inactive,subsidiary_id,subsidiary_name
125,V711,ALPINE QUARTZ,,,,,,,,,No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
126,V712,AMERICAN BULLNOSE COMPANY,,,,,,,,,No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
127,V714,AMERICAN TILE,,,,,,,,,No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
128,V715,AMERICAN TILE & MARBLE DESIGN,,,,,,,,,No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
129,V716,ANATON TILES,,,,,,,,,No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
130,V717,ANTIGUA TILE DESIGN,,,,,,,,,No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
131,V718,AQUA MIX,,,,,,,,,No,3,Elit Tile Consolidated : Elit Tile Corp (LA)
131,V718,AQUA MIX,,,,,,,,,No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
132,V721,DARUNFAR MARBLE CORP,orderdesk@darunfar.com,(714) 238-1471,,(714) 238-1472,,,"DARUNFAR MARBLE CORP
1347 N. BLUE GUM ST.
ANAHEIM CA 92806
United States","DARUNFAR MARBLE CORP
1347 N. BLUE GUM ST.
ANAHEIM CA 92806
United States",No,3,Elit Tile Consolidated : Elit Tile Corp (LA)
132,V721,DARUNFAR MARBLE CORP,orderdesk@darunfar.com,(714) 238-1471,,(714) 238-1472,,,"DARUNFAR MARBLE CORP
1347 N. BLUE GUM ST.
ANAHEIM CA 92806
United States","DARUNFAR MARBLE CORP
1347 N. BLUE GUM ST.
ANAHEIM CA 92806
United States",No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
133,V722,DB CERAMICS,,,,,,,,,No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
134,V723,"EUROPEAN ARTSTONE, INC.",,,,,,,,,No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
135,V724,GANEE STONE,,,,,,,,,No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
136,V725,GRANQUARTZ,mhutchinson@granquartz.com,,,,,,"GRANQUARTZ
P.O. BOX 735320
DALLAS,  TX 75373-5320
United States","GRANQUARTZ
3950 STEVE REYNOLDS BLVD
NORCROSS GA 30093
United States",No,3,Elit Tile Consolidated : Elit Tile Corp (LA)
136,V725,GRANQUARTZ,mhutchinson@granquartz.com,,,,,,"GRANQUARTZ
P.O. BOX 735320
DALLAS,  TX 75373-5320
United States","GRANQUARTZ
3950 STEVE REYNOLDS BLVD
NORCROSS GA 30093
United States",No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
138,V727,INTERMATEX USA,nicolaborelli@icloud.com,,,,,,,,No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
139,V728,LG STONE INC,,,,,,,,,No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
140,V730,MG GRANITE & CABINET INC.,,,,,,,,,No,3,Elit Tile Consolidated : Elit Tile Corp (LA)
140,V730,MG GRANITE & CABINET INC.,,,,,,,,,No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
141,V731,RADIANZ QUARTZ,,,,,,,,,Yes,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
142,V732,SIONA DESIGN GROUP LLC.,,,,,,,,,No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
143,THD734,STONE PRODUCTS UNLIMITED,mike.yamamoto@spui.net,(714) 922-0151,,(714) 941-8238,,http://www.spui.net,"STONE PRODUCTS UNLIMITED
1900 E. WRIGHT CIRCLE
ANAHEIM,  CA 92806
United States","STONE PRODUCTS UNLIMITED
1900 E. WRIGHT CIRCLE
ANAHEIM,  CA 92806
United States",No,9,Elit Tile Consolidated : Tilemart
143,THD734,STONE PRODUCTS UNLIMITED,mike.yamamoto@spui.net,(714) 922-0151,,(714) 941-8238,,http://www.spui.net,"STONE PRODUCTS UNLIMITED
1900 E. WRIGHT CIRCLE
ANAHEIM,  CA 92806
United States","STONE PRODUCTS UNLIMITED
1900 E. WRIGHT CIRCLE
ANAHEIM,  CA 92806
United States",No,2,Elit Tile Consolidated : Total Home Distributors Inc.
144,V735,TRISTONE AD TILE,,,,,,,,,No,3,Elit Tile Consolidated : Elit Tile Corp (LA)
144,V735,TRISTONE AD TILE,,,,,,,,,No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
145,V736,WESTSIDE TILE AND STONE INC,,(818) 704-9222,,(818) 704-9299,,,"WESTSIDE TILE AND STONE INC
7631 CANOGA AVE.
CANOGA PARK CA 91304
United States","WESTSIDE TILE AND STONE INC
7631 CANOGA AVE.
CANOGA PARK CA 91304
United States",No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
145,V736,WESTSIDE TILE AND STONE INC,,(818) 704-9222,,(818) 704-9299,,,"WESTSIDE TILE AND STONE INC
7631 CANOGA AVE.
CANOGA PARK CA 91304
United States","WESTSIDE TILE AND STONE INC
7631 CANOGA AVE.
CANOGA PARK CA 91304
United States",No,3,Elit Tile Consolidated : Elit Tile Corp (LA)
146,V737,WONDERWALL STUDIOS,,,,,,,,,No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
148,V739,KB STONE & CABINET INC.,,,,,,,,,No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
149,V740,LJ STONE INC,,,,,,,,,No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
150,V741,NO NAME,,,,,,,,,No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
151,V742,NORMAX,,,,,,,,,No,3,Elit Tile Consolidated : Elit Tile Corp (LA)
151,V742,NORMAX,,,,,,,,,No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
152,V743,"PRECICUT, INC",julio.precicut@gmail.com,(626) 812-5399,,(562) 360-9094,,,"PRECICUT, INC 
1541 W. MCKINLEY ST.
AZUSA CA 91702
United States","PRECICUT, INC 
1541 W. MCKINLEY ST.
AZUSA CA 91702
United States",No,3,Elit Tile Consolidated : Elit Tile Corp (LA)
152,V743,"PRECICUT, INC",julio.precicut@gmail.com,(626) 812-5399,,(562) 360-9094,,,"PRECICUT, INC 
1541 W. MCKINLEY ST.
AZUSA CA 91702
United States","PRECICUT, INC 
1541 W. MCKINLEY ST.
AZUSA CA 91702
United States",No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
153,V744,QDI SURFACES,ORDERS.ANAHEIM@QDISURFACES.COM,(714) 695-0084,,(714) 695-6650,,,"QDI SURFACES
4616 E. LA PALMA AVE.
ANAHEIM CA 92807
United States","QDI SURFACES
4616 E. LA PALMA AVE.
ANAHEIM CA 92807
United States",No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
153,V744,QDI SURFACES,ORDERS.ANAHEIM@QDISURFACES.COM,(714) 695-0084,,(714) 695-6650,,,"QDI SURFACES
4616 E. LA PALMA AVE.
ANAHEIM CA 92807
United States","QDI SURFACES
4616 E. LA PALMA AVE.
ANAHEIM CA 92807
United States",No,3,Elit Tile Consolidated : Elit Tile Corp (LA)
154,V745,"SOUTHEAST CONSTRUCTION PRODUCTS, INC.",,,,,,,,,No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
155,V746,STONEHUB,,(714) 535-8885,,(714) 502-0231,,http://www.stonehub.us,"STONEHUB
901 E. CERRITOS AVE.
ANAHEIM CA 92805
United States","STONEHUB
901 E. CERRITOS AVE.
ANAHEIM CA 92805
United States",No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
156,V747,STONEX TILE,orders@stonextile.com,(714) 635-3434,,(714) 635-3404,,http://www.stonextile.com,"STONEX TILE
1207 N. EAST ST.
ANAHEIM CA 92805
United States","STONEX TILE
1207 N. EAST ST.
ANAHEIM CA 92805
United States",No,3,Elit Tile Consolidated : Elit Tile Corp (LA)
156,V747,STONEX TILE,orders@stonextile.com,(714) 635-3434,,(714) 635-3404,,http://www.stonextile.com,"STONEX TILE
1207 N. EAST ST.
ANAHEIM CA 92805
United States","STONEX TILE
1207 N. EAST ST.
ANAHEIM CA 92805
United States",No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
157,V748,VIDREPUR,,,,,,,,,No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
210,V001,TOTAL HOME DISTRIBUTORS,OrderDesk@THDistributors.com,(714) 447-8453,,(714) 447-8455,,,"TOTAL HOME DISTRIBUTORS
2200 E ORANGETHORPE AVENUE
ANAHEIM CA 92806
United States","TOTAL HOME DISTRIBUTORS
2200 E ORANGETHORPE AVENUE
ANAHEIM CA 92806
United States",No,1,Elit Tile Consolidated
210,V001,TOTAL HOME DISTRIBUTORS,OrderDesk@THDistributors.com,(714) 447-8453,,(714) 447-8455,,,"TOTAL HOME DISTRIBUTORS
2200 E ORANGETHORPE AVENUE
ANAHEIM CA 92806
United States","TOTAL HOME DISTRIBUTORS
2200 E ORANGETHORPE AVENUE
ANAHEIM CA 92806
United States",No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
210,V001,TOTAL HOME DISTRIBUTORS,OrderDesk@THDistributors.com,(714) 447-8453,,(714) 447-8455,,,"TOTAL HOME DISTRIBUTORS
2200 E ORANGETHORPE AVENUE
ANAHEIM CA 92806
United States","TOTAL HOME DISTRIBUTORS
2200 E ORANGETHORPE AVENUE
ANAHEIM CA 92806
United States",No,3,Elit Tile Consolidated : Elit Tile Corp (LA)
211,V002,ELIT TILE LA,JINAH@ELITTILE.COM,(323) 930-5300,,(323) 930-5303,,,"ELIT TILE CORP
4677 WEST PICO BLVD
LOS ANGELES CA 90019
United States","ELIT TILE CORP
4677 WEST PICO BLVD
LOS ANGELES CA 90019
United States",No,3,Elit Tile Consolidated : Elit Tile Corp (LA)
211,V002,ELIT TILE LA,JINAH@ELITTILE.COM,(323) 930-5300,,(323) 930-5303,,,"ELIT TILE CORP
4677 WEST PICO BLVD
LOS ANGELES CA 90019
United States","ELIT TILE CORP
4677 WEST PICO BLVD
LOS ANGELES CA 90019
United States",No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
212,V003,ELIT TILE NOHO,LOGISTICS@ELITTILE.COM,(818) 255-5800,,(818) 255-5678,,,"INTERNATIONAL TILE & STONE INC
12555 SHERMAN WAY
NORTH HOLLYWOOD CA 91605
United States","INTERNATIONAL TILE & STONE INC
12555 SHERMAN WAY
NORTH HOLLYWOOD CA 91605
United States",No,3,Elit Tile Consolidated : Elit Tile Corp (LA)
212,V003,ELIT TILE NOHO,LOGISTICS@ELITTILE.COM,(818) 255-5800,,(818) 255-5678,,,"INTERNATIONAL TILE & STONE INC
12555 SHERMAN WAY
NORTH HOLLYWOOD CA 91605
United States","INTERNATIONAL TILE & STONE INC
12555 SHERMAN WAY
NORTH HOLLYWOOD CA 91605
United States",No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
212,V003,ELIT TILE NOHO,LOGISTICS@ELITTILE.COM,(818) 255-5800,,(818) 255-5678,,,"INTERNATIONAL TILE & STONE INC
12555 SHERMAN WAY
NORTH HOLLYWOOD CA 91605
United States","INTERNATIONAL TILE & STONE INC
12555 SHERMAN WAY
NORTH HOLLYWOOD CA 91605
United States",No,1,Elit Tile Consolidated
213,V004,BEDROSIANS TILE AND STONE,125WILLCALL@BEDROSIANS.COM,(714) 778-1800,,(714) 778-3270,,http://bedrosians.com,"BEDROSIANS TILE AND STONE
1123 Warner Ave.
Tustin CA 92780
United States","BEDROSIANS TILE AND STONE
1123 Warner Ave.
Tustin CA 92780
United States",No,3,Elit Tile Consolidated : Elit Tile Corp (LA)
213,V004,BEDROSIANS TILE AND STONE,125WILLCALL@BEDROSIANS.COM,(714) 778-1800,,(714) 778-3270,,http://bedrosians.com,"BEDROSIANS TILE AND STONE
1123 Warner Ave.
Tustin CA 92780
United States","BEDROSIANS TILE AND STONE
1123 Warner Ave.
Tustin CA 92780
United States",No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
214,V005,EMSER TILE,LOSorders@emser.com,(323) 650-2010,,(323) 650-1589,,,"EMSER TILE LLC
P,O,BOX 840049
DALLAS, TX 75284-0049
United States","EMSER TILE LLC
P,O,BOX 840049
DALLAS, TX 75284-0049
United States",No,3,Elit Tile Consolidated : Elit Tile Corp (LA)
214,V005,EMSER TILE,LOSorders@emser.com,(323) 650-2010,,(323) 650-1589,,,"EMSER TILE LLC
P,O,BOX 840049
DALLAS, TX 75284-0049
United States","EMSER TILE LLC
P,O,BOX 840049
DALLAS, TX 75284-0049
United States",No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
215,V006,DALTILE,LosAngeles.SSC246@daltile.com,(323) 257-7553,,,,,"DALTILE
3378 NORTH SAN FERNANDO RD.
GLENDALE CA 90065
United States","DALTILE
3378 NORTH SAN FERNANDO RD.
GLENDALE CA 90065
United States",No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
215,V006,DALTILE,LosAngeles.SSC246@daltile.com,(323) 257-7553,,,,,"DALTILE
3378 NORTH SAN FERNANDO RD.
GLENDALE CA 90065
United States","DALTILE
3378 NORTH SAN FERNANDO RD.
GLENDALE CA 90065
United States",No,3,Elit Tile Consolidated : Elit Tile Corp (LA)
216,V007,MSI,orderdesk.cala@msisurfaces.com,(818) 253-2600,,(818) 394-5266,,http://msisurfaces.com,"MSI
9111 SUNLAND BLVD
SUN VALLEY CA 91352
United States","MSI
9111 SUNLAND BLVD
SUN VALLEY CA 91352
United States",No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
216,V007,MSI,orderdesk.cala@msisurfaces.com,(818) 253-2600,,(818) 394-5266,,http://msisurfaces.com,"MSI
9111 SUNLAND BLVD
SUN VALLEY CA 91352
United States","MSI
9111 SUNLAND BLVD
SUN VALLEY CA 91352
United States",No,3,Elit Tile Consolidated : Elit Tile Corp (LA)
217,V008,SUMMIT TILE LLC,ANDY@SUMMITTILE.NET,(714) 224-5555,,(714) 224-0366,,,"SUMMIT TILE LLC
1261 S. STATE COLLEGE BLVD.
ANAHEIM CA 92808
United States","SUMMIT TILE LLC
1261 S. STATE COLLEGE BLVD.
ANAHEIM CA 92808
United States",No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
218,V009,ARIZONA TILE,anaheimorderdesk@arizonatile.com,(714) 978-6403,,(714) 978-2557,,,"ARIZONA TILE
1620 SOUTH LEWIS ST
ANAHEIM CA 92805
United States","ARIZONA TILE
1620 SOUTH LEWIS ST
ANAHEIM CA 92805
United States",No,3,Elit Tile Consolidated : Elit Tile Corp (LA)
218,V009,ARIZONA TILE,anaheimorderdesk@arizonatile.com,(714) 978-6403,,(714) 978-2557,,,"ARIZONA TILE
1620 SOUTH LEWIS ST
ANAHEIM CA 92805
United States","ARIZONA TILE
1620 SOUTH LEWIS ST
ANAHEIM CA 92805
United States",No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
219,V010,AGORA NATURAL SURFACES,ORDERS@AGORASURFACES.COM,(310) 715-1088,(310) 715-1222,(310) 951-6075,,,"AGORA SURFACES
339 W 168TH ST
GARDENA,  CA 90248
United States","AGORA SURFACES
339 W 168TH ST
GARDENA,  CA 90248
United States",No,3,Elit Tile Consolidated : Elit Tile Corp (LA)
219,V010,AGORA NATURAL SURFACES,ORDERS@AGORASURFACES.COM,(310) 715-1088,(310) 715-1222,(310) 951-6075,,,"AGORA SURFACES
339 W 168TH ST
GARDENA,  CA 90248
United States","AGORA SURFACES
339 W 168TH ST
GARDENA,  CA 90248
United States",No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
220,V012,ALYSEDWARDS,michelle.alcantara@alysedwards.com,(714) 917-6720,714-778-180,(714) 917-6750,,,"ALYSEDWARDS
1515 E.WINSTON RD
ANAHEIM CA 92805
United States","ALYSEDWARDS
1515 E.WINSTON RD
ANAHEIM CA 92805
United States",No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
220,V012,ALYSEDWARDS,michelle.alcantara@alysedwards.com,(714) 917-6720,714-778-180,(714) 917-6750,,,"ALYSEDWARDS
1515 E.WINSTON RD
ANAHEIM CA 92805
United States","ALYSEDWARDS
1515 E.WINSTON RD
ANAHEIM CA 92805
United States",No,3,Elit Tile Consolidated : Elit Tile Corp (LA)
221,V013,AMERICAN OLEAN,anaheim@daltile.com,(714) 956-7565,,(714) 385-0120,,,"AMERICAN OLEAN
1645 S. SINCLAIR ST.
ANAHEIM CA 92806
United States","AMERICAN OLEAN
1645 S. SINCLAIR ST.
ANAHEIM CA 92806
United States",No,3,Elit Tile Consolidated : Elit Tile Corp (LA)
221,V013,AMERICAN OLEAN,anaheim@daltile.com,(714) 956-7565,,(714) 385-0120,,,"AMERICAN OLEAN
1645 S. SINCLAIR ST.
ANAHEIM CA 92806
United States","AMERICAN OLEAN
1645 S. SINCLAIR ST.
ANAHEIM CA 92806
United States",No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
222,V014,CAL TILE CENTER,po@caltilecenter.com,(310) 220-2622,,,,,"CAL TILE CENTER
14695 INGLEWOOD AVE.
HAWTHORNE,  CA 90250
United States","CAL TILE CENTER
14695 INGLEWOOD AVE.
HAWTHORNE,  CA 90250
United States",No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
222,V014,CAL TILE CENTER,po@caltilecenter.com,(310) 220-2622,,,,,"CAL TILE CENTER
14695 INGLEWOOD AVE.
HAWTHORNE,  CA 90250
United States","CAL TILE CENTER
14695 INGLEWOOD AVE.
HAWTHORNE,  CA 90250
United States",No,3,Elit Tile Consolidated : Elit Tile Corp (LA)
223,V015,CALIFORNIA TILE SUPPLY,orders@californiatilesupply.net,(661) 942-2545,(661) 816-6955,(661) 942-8861,,,"CALIFORNIA TILE SUPPLY 
42704 10TH ST W. 
LANCASTER CA 93534-7029 
United States","CALIFORNIA TILE SUPPLY 
42704 10TH ST W. 
LANCASTER CA 93534-7029 
United States",No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
223,V015,CALIFORNIA TILE SUPPLY,orders@californiatilesupply.net,(661) 942-2545,(661) 816-6955,(661) 942-8861,,,"CALIFORNIA TILE SUPPLY 
42704 10TH ST W. 
LANCASTER CA 93534-7029 
United States","CALIFORNIA TILE SUPPLY 
42704 10TH ST W. 
LANCASTER CA 93534-7029 
United States",No,2,Elit Tile Consolidated : Total Home Distributors Inc.
223,V015,CALIFORNIA TILE SUPPLY,orders@californiatilesupply.net,(661) 942-2545,(661) 816-6955,(661) 942-8861,,,"CALIFORNIA TILE SUPPLY 
42704 10TH ST W. 
LANCASTER CA 93534-7029 
United States","CALIFORNIA TILE SUPPLY 
42704 10TH ST W. 
LANCASTER CA 93534-7029 
United States",No,1,Elit Tile Consolidated
223,V015,CALIFORNIA TILE SUPPLY,orders@californiatilesupply.net,(661) 942-2545,(661) 816-6955,(661) 942-8861,,,"CALIFORNIA TILE SUPPLY 
42704 10TH ST W. 
LANCASTER CA 93534-7029 
United States","CALIFORNIA TILE SUPPLY 
42704 10TH ST W. 
LANCASTER CA 93534-7029 
United States",No,3,Elit Tile Consolidated : Elit Tile Corp (LA)
224,V016,ROCK MILL,Leslie@rockmillstone.com,(310) 538-9605,,(310) 538-9623,,,"ROCK MILL
351 WEST REDONDO BEACH BLVD
GARDENA,  CA 90248
United States","ROCK MILL TILE & STONE /CLASSIC TILE
351 W. REDONDO BEACH BLVD
GARDENA CA 90248
United States",No,3,Elit Tile Consolidated : Elit Tile Corp (LA)
224,V016,ROCK MILL,Leslie@rockmillstone.com,(310) 538-9605,,(310) 538-9623,,,"ROCK MILL
351 WEST REDONDO BEACH BLVD
GARDENA,  CA 90248
United States","ROCK MILL TILE & STONE /CLASSIC TILE
351 W. REDONDO BEACH BLVD
GARDENA CA 90248
United States",No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
225,V017,CONTEX TILE,support@contextile.net,(949) 899-7227,,(949) 209-2552,,,"CONTEX TILE
1656 S. STATE COLLEGE BLVD
ANAHEIM CA 92806
United States","CONTEX TILE
1656 S. STATE COLLEGE BLVD
ANAHEIM CA 92806
United States",No,3,Elit Tile Consolidated : Elit Tile Corp (LA)
225,V017,CONTEX TILE,support@contextile.net,(949) 899-7227,,(949) 209-2552,,,"CONTEX TILE
1656 S. STATE COLLEGE BLVD
ANAHEIM CA 92806
United States","CONTEX TILE
1656 S. STATE COLLEGE BLVD
ANAHEIM CA 92806
United States",No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
226,V018,DUNE,INFOCALIFORNIA@DUNEUSA.COM,(310) 608-6880,,(310) 608-6890,,,"DUNE
1410 KONA DR.
RANCHO DOMINGUEZ CA 90220
United States","DUNE
1410 KONA DR.
RANCHO DOMINGUEZ CA 90220
United States",No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
226,V018,DUNE,INFOCALIFORNIA@DUNEUSA.COM,(310) 608-6880,,(310) 608-6890,,,"DUNE
1410 KONA DR.
RANCHO DOMINGUEZ CA 90220
United States","DUNE
1410 KONA DR.
RANCHO DOMINGUEZ CA 90220
United States",No,3,Elit Tile Consolidated : Elit Tile Corp (LA)
227,V019,JEFFREY COURT,SWCSR@JEFFREYCOURT.COM,(951) 340-3383,,(951) 340-2429,,,"JEFFREY COURT
620 PARKRIDGE AVE.
NORCO CA 92860
United States","JEFFREY COURT
620 PARKRIDGE AVE.
NORCO CA 92860
United States",No,3,Elit Tile Consolidated : Elit Tile Corp (LA)
227,V019,JEFFREY COURT,SWCSR@JEFFREYCOURT.COM,(951) 340-3383,,(951) 340-2429,,,"JEFFREY COURT
620 PARKRIDGE AVE.
NORCO CA 92860
United States","JEFFREY COURT
620 PARKRIDGE AVE.
NORCO CA 92860
United States",No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
228,V020,SOLISTONE,bernard@soliusa.com,(800) 246-2156,(626) 810-7720,(626) 810-7735,,,"SOLISTONE
18409 E. VALLEY BLVD.
LA PUENTE CA 91744
United States","SOLISTONE
18409 E. VALLEY BLVD.
LA PUENTE CA 91744
United States",No,3,Elit Tile Consolidated : Elit Tile Corp (LA)
228,V020,SOLISTONE,bernard@soliusa.com,(800) 246-2156,(626) 810-7720,(626) 810-7735,,,"SOLISTONE
18409 E. VALLEY BLVD.
LA PUENTE CA 91744
United States","SOLISTONE
18409 E. VALLEY BLVD.
LA PUENTE CA 91744
United States",No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
229,V021,"BV TILE & STONE, INC",laura@bvtileandstone.com,(714) 772-7020,,(714) 772-7373,,,"BV TILE & STONE, INC
1322 S. STATE COLLEGE PKWY.
ANAHEIM CA 92806
United States","BV TILE & STONE, INC
1322 S. STATE COLLEGE PKWY.
ANAHEIM CA 92806
United States",No,3,Elit Tile Consolidated : Elit Tile Corp (LA)
229,V021,"BV TILE & STONE, INC",laura@bvtileandstone.com,(714) 772-7020,,(714) 772-7373,,,"BV TILE & STONE, INC
1322 S. STATE COLLEGE PKWY.
ANAHEIM CA 92806
United States","BV TILE & STONE, INC
1322 S. STATE COLLEGE PKWY.
ANAHEIM CA 92806
United States",No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
230,V022,SOHO STUDIO CORP,info@sohostudiocorp.com,(718) 677-8453,,(718) 677-8454,,,"SOHO STUDIO LLC
P.O. BOX 109271
ATLANTA,  GA 30348
United States","SOHO STUDIO CORP.
800 SNEDIKER AVE
BROOKLYN NY 11207
United States",No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
230,V022,SOHO STUDIO CORP,info@sohostudiocorp.com,(718) 677-8453,,(718) 677-8454,,,"SOHO STUDIO LLC
P.O. BOX 109271
ATLANTA,  GA 30348
United States","SOHO STUDIO CORP.
800 SNEDIKER AVE
BROOKLYN NY 11207
United States",No,3,Elit Tile Consolidated : Elit Tile Corp (LA)
